dutyName,dutyTel3,hpid,hv1,hv10,hv11,hv12,hv2,hv3,hv4,hv5,hv6,hv7,hv8,hv9,hvamyn,hvangioayn,hvcc,hvccc,hvctayn,hvec,hvgc,hvicc,hvidate,hvmriayn,hvncc,hvoc,hvventiayn,phpid,rnum
조은오산병원,031-373-8119,A2114449,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,126,0,2.02E+13,Y,0,4,N1,A2114449,2
의료법인명지의료재단명지병원,031-810-7119,A2100042,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,87,5,2.02E+13,Y,3,8,Y,A2100042,1
경기도의료원이천병원,031-630-4333,A2100193,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,94,3,2.02E+13,Y,0,4,Y,A2100193,1
경기도의료원파주병원,031-940-9129,A2100035,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,20,192,8,2.02E+13,Y,0,3,Y,A2100035,1
의료법인우리의료재단김포우리병원,031-999-1119,A2100053,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,54,4,2.02E+13,Y,0,7,Y,A2100053,1
의료법인인봉의료재단뉴고려병원,031-980-9119,A2100006,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,69,2,2.02E+13,Y,0,6,Y,A2100006,2
화성디에스병원,031-5180-7777,A2116761,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,51,0,2.02E+13,Y,0,3,Y,A2116761,1
한림대학교동탄성심병원,031-8086-2119,A2100046,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,20,233,0,2.02E+13,Y,0,14,Y,A2100046,2
의료법인은혜와감사의료재단화성중앙종합병원,031-371-7998,A2100018,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,47,5,2.02E+13,Y,0,3,Y,A2100018,3
의료법인원광의료재단원광종합병원,031-8077-7219,A2115699,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,98,3,2.02E+13,Y,0,2,Y,A2115699,4
참조은병원,031-881-9119,A2100155,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,26,1,2.02E+13,Y,0,7,Y,A2100155,1
남양주한양병원,031-510-0119,A2100041,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,77,14,2.02E+13,Y,0,5,Y,A2100041,1
남양주나눔병원,031-570-1118,A2100044,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,28,0,2.02E+13,Y,0,5,Y,A2100044,2
현대병원,031-574-0114,A2100037,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,21,2,2.02E+13,Y,0,6,Y,A2100037,3
양주예쓰병원,031-839-1119,A2100134,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,86,0,2.02E+13,Y,0,2,Y,A2100134,4
의료법인일심의료재단우리병원,031-542-0222,A2100036,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,11,69,9,2.02E+13,Y,0,4,Y,A2100036,1
경기도의료원포천병원,031-539-9119,A2100031,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,20,124,10,2.02E+13,Y,0,4,Y,A2100031,2
의료법인 성심의료재단 양구성심병원,033-480-8816,A2200037,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,25,0,2.02E+13,N1,0,0,Y,A2200037,1
강원도영월의료원,033-370-9129,A2200002,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,54,3,2.02E+13,Y,0,1,Y,A2200002,1
근로복지공단정선병원,033-560-7150,A2200048,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,35,0,2.02E+13,N1,0,0,Y,A2200048,1
철원병원,033-450-3300,A2201730,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,42,0,2.02E+13,Y,0,2,Y,A2201730,1
평창군보건의료원,033-330-4812,E2200026,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,0,0,2.02E+13,N1,0,0,Y,E2200026,1
홍천아산병원,033-430-5119,A2200014,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,35,2,2.02E+13,Y,0,2,Y,A2200014,1
화천군보건의료원,033-440-2880,E2200025,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,8,0,0,2.02E+13,N1,0,0,Y,E2200025,1
횡성대성병원,033-345-1191,A2200016,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,15,0,2.02E+13,Y,0,0,Y,A2200016,1
의료법인강릉동인병원,033-650-6105,A2200005,0,0,0,0,1,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,73,0,2.02E+13,Y,0,5,Y,A2200005,1
강원도강릉의료원,033-610-1453,A2200011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,49,0,2.02E+13,Y,0,2,Y,A2200011,2
강릉아산병원,033-610-3333,A2200008,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,24,0,2.02E+13,Y,6,5,Y,A2200008,3
근로복지공단동해병원,033-530-3119,A2200038,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,71,6,2.02E+13,Y,0,2,Y,A2200038,1
의료법인동해동인병원,033-530-0129,A2200003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,27,11,2.02E+13,Y,0,0,Y,A2200003,2
강원도속초의료원,033-630-6036,A2200012,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,18,65,1,2.02E+13,Y,0,3,Y,A2200012,1
의료법인보광의료재단속초보광병원,033-639-8989,A2200046,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,39,9,2.02E+13,Y,0,4,Y,A2200046,2
강원도원주의료원,033-760-4701,A2200015,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,179,3,2.02E+13,Y,0,3,Y,A2200015,1
의료법인성지의료재단성지병원,033-760-3119,A2200024,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,58,0,2.02E+13,Y,0,5,Y,A2200024,2
연세대학교 원주세브란스기독병원,033-741-0119,A2200001,0,Y,Y,0,1,3,0,Y,0,Y,0,3,Y,N,0,0,Y,14,63,0,2.02E+13,Y,16,12,Y,A2200001,3
강원대학교병원,033-258-2245,A2200009,0,Y,Y,0,0,0,0,Y,1,Y,0,0,Y,N,0,0,Y,12,152,0,2.02E+13,Y,12,10,Y,A2200009,1
한림대학교춘천성심병원,033-240-5219,A2200013,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,5,19,2,2.02E+13,Y,0,9,Y,A2200013,2
근로복지공단태백병원,033-580-3119,A2200004,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,82,18,2.02E+13,Y,0,2,Y,A2200004,1
강원도삼척의료원,033-570-7431,A2200007,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,15,3,2.02E+13,Y,0,2,Y,A2200007,1
의료법인대광의료재단괴산성모병원,043-830-5411,A2300034,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,41,0,2.02E+13,Y,0,1,Y,A2300034,1
의료법인조윤의료재단영동병원,043-740-9333,A2300030,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,33,0,2.02E+13,Y,0,2,Y,A2300030,1
의료법인힐링의료재단옥천성모병원,043-730-7119,A2300011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,50,0,2.02E+13,Y,0,2,Y,A2300011,1
의료법인태성의료재단금왕태성병원,043-881-8801,A2300015,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,45,0,2.02E+13,Y,0,1,Y,A2300015,1
의료법인건명의료재단진천성모병원,043-537-9119,A2300013,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,16,96,1,2.02E+13,Y,0,5,Y,A2300013,1
의료법인인화재단한국병원,043-222-6177,A2300007,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,31,4,2.02E+13,Y,0,5,Y,A2300007,1
의료법인정산의료재단효성병원,043-222-8275,A2300003,0,0,N,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,111,12,2.02E+13,Y,0,4,Y,A2300003,2
의료법인한마음의료재단하나병원,043-230-6122,A2300002,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,45,3,2.02E+13,Y,0,7,Y,A2300002,1
재단법인베스티안재단베스티안병원,043-904-8925,A2302011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,154,6,2.02E+13,Y,0,4,Y,A2302011,2
청주성모병원,043-219-8119,A2300008,0,0,Y,0,1,5,0,Y,0,Y,0,0,Y,N,0,0,Y,12,118,0,2.02E+13,Y,0,8,Y,A2300008,1
충북대학교병원,043-269-6993,A2300001,0,Y,Y,0,0,0,0,Y,0,Y,0,4,Y,N,0,0,Y,15,54,5,2.02E+13,Y,5,11,Y,A2300001,1
충청북도청주의료원,NA,A2300006,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,361,13,2.02E+13,Y,0,5,Y,A2300006,2
건국대학교의료원충주병원,043-840-8330,A2300010,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,48,6,2.02E+13,Y,0,6,Y,A2300010,1
충청북도충주의료원,043-871-9119,A2300004,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,155,6,2.02E+13,Y,0,4,Y,A2300004,2
의료법인명지의료재단명지병원,043-640-8117,A2300009,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,16,2,2.02E+13,Y,0,3,Y,A2300009,1
의료법인자산의료재단제천서울병원,043-643-2327,A2300005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,2,0,2.02E+13,Y,0,2,Y,A2300005,2
당진종합병원,070-7332-8248,A2400008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,101,3,2.02E+13,Y,0,4,Y,A2400008,1
학교법인건양학원건양대학교부여병원,041-837-1201,A2400038,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,12,0,2.02E+13,N1,0,1,Y,A2400038,1
의료법인서해병원,041-950-0219,A2400044,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,44,0,2.02E+13,N1,0,0,Y,A2400044,1
청양군보건의료원,041-940-4951,E2400032,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,6,0,0,2.02E+13,N1,0,1,Y,E2400032,1
충청남도홍성의료원,041-630-6119,A2400007,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,379,4,2.02E+13,Y,0,4,Y,A2400007,1
태안군보건의료원,041-671-5319,E2400033,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,0,0,2.02E+13,N1,0,0,Y,E2400033,1
의료법인영서의료재단천안충무병원,041-570-7519,A2400012,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,64,1,2.02E+13,Y,0,4,Y,A2400012,1
단국대학교의과대학부속병원,041-550-6840,A2400002,0,Y,Y,0,0,1,0,Y,1,Y,0,2,Y,N,0,0,Y,10,35,0,2.02E+13,Y,1,12,Y,A2400002,1
학교법인동은학원순천향대학교부속천안병원,041-570-2299,A2400001,0,Y,Y,0,-1,2,0,Y,0,Y,0,0,Y,N,0,0,Y,10,63,0,2.02E+13,Y,-6,12,Y,A2400001,2
충청남도천안의료원,NA,A2400005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,250,0,2.02E+13,Y,0,4,Y,A2400005,3
충청남도공주의료원,041-962-1365,A2400010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,11,175,1,2.02E+13,Y,0,6,Y,A2400010,1
재단법인아산사회복지재단보령아산병원,041-930-5333,A2400011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,49,0,2.02E+13,Y,0,2,Y,A2400011,1
아산충무병원,041-536-6519,A2402257,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,117,7,2.02E+13,Y,0,3,Y,A2402257,1
서산중앙병원,041-661-1195,A2400003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,28,4,2.02E+13,Y,0,3,Y,A2400003,1
충청남도서산의료원,041-689-7119,A2400006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,36,1,2.02E+13,Y,0,3,Y,A2400006,2
의료법인백제병원,041-730-8882,A2400009,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,19,118,0,2.02E+13,Y,0,4,Y,A2400009,1
의료법인석천재단고창병원,063-560-5558,A2500009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,108,0,2.02E+13,Y,0,2,Y,A2500009,1
무주군보건의료원,063-320-8315,E2500019,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,0,0,2.02E+13,N1,0,0,Y,E2500019,1
의료법인혜성병원,063-583-5001,A2500018,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,54,0,2.02E+13,Y,0,1,Y,A2500018,1
부안성모병원,063-580-8119,A2500010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,11,50,2,2.02E+13,Y,0,3,Y,A2500010,2
순창군보건의료원,063-650-5352,E2500021,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,0,0,2.02E+13,N1,0,0,Y,E2500021,1
임실군보건의료원,063-640-3119,E2500022,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,5,0,0,2.02E+13,N1,0,0,Y,E2500022,1
장수군보건의료원,063-350-2119,E2500020,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,5,0,0,2.02E+13,N1,0,0,Y,E2500020,1
진안군의료원,063-430-7119,A2502031,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,53,0,2.02E+13,N1,0,2,Y,A2502031,1
전라북도군산의료원,063-472-5130,A2500007,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,169,15,2.02E+13,Y,0,6,Y,A2500007,1
의료법인오성의료재단동군산병원,063-440-0515,A2500012,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,60,8,2.02E+13,Y,0,6,Y,A2500012,2
전라북도 남원의료원,063-620-1119,A2500004,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,128,0,2.02E+13,Y,0,3,Y,A2500004,1
원광대학교병원,063-859-1165,A2500001,0,Y,Y,0,0,2,0,Y,0,Y,0,4,Y,N,0,0,Y,-14,44,0,2.02E+13,Y,4,2,Y,A2500001,1
의료법인대산의료재단익산병원,063-840-9112,A2500011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,24,8,2.02E+13,Y,0,5,Y,A2500011,2
재단법인예수병원유지재단예수병원,063-230-8280,A2500006,0,Y,Y,0,0,0,0,Y,1,Y,0,0,Y,N,0,0,Y,33,90,1,2.02E+13,Y,10,11,Y,A2500006,1
의료법인영경의료재단전주병원,063-226-6119,A2500005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,14,4,2.02E+13,Y,0,3,Y,A2500005,2
전북대학교병원,063-250-1131,A2500002,0,Y,Y,0,3,0,0,Y,1,Y,0,0,Y,N,0,0,Y,19,207,0,2.02E+13,Y,12,22,Y,A2500002,1
대자인병원,063-250-8701,A2500056,0,0,0,0,1,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,61,9,2.02E+13,Y,0,6,Y,A2500056,2
의료법인영경의료재단호성전주병원,063-240-8862,A2501890,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,30,0,2.02E+13,Y,0,2,Y,A2501890,3
재단법인 아산사회복지재단 정읍아산병원,063-530-6129,A2500008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,19,36,1,2.02E+13,Y,0,3,Y,A2500008,1
전라남도강진의료원,061-430-1109,A2600050,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,104,0,2.02E+13,Y,0,3,Y,A2600050,1
의료법인영성의료재단고흥종합병원,061-830-3118,A2600018,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,150,5,2.02E+13,Y,0,3,Y,A2600018,1
의료법인장호의료재단녹동현대병원,061-840-1119,A2600068,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,24,0,2.02E+13,Y,0,2,Y,A2600068,2
곡성사랑병원,061-360-6009,A2600029,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,10,0,2.02E+13,N1,0,1,Y,A2600029,1
구례병원,061-783-9119,A2600061,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,43,0,2.02E+13,N1,0,1,Y,A2600061,1
담양사랑병원,061-380-9119,A2600054,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,40,0,2.02E+13,N1,0,2,Y,A2600054,1
대송의료재단무안병원,061-450-3119,A2600003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,89,5,2.02E+13,N,0,2,Y,A2600003,1
보성아산병원,061-850-3119,A2600052,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,43,0,2.02E+13,N1,0,2,Y,A2600052,1
의료법인삼호의료재단벌교삼호병원,061-859-5119,A2600066,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,71,0,2.02E+13,N1,0,1,Y,A2600066,2
의료법인신안대우병원,061-262-3309,A2600051,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,23,0,2.02E+13,N1,0,0,Y,A2600051,1
의료법인 거명의료재단 영광기독병원,061-350-3080,A2600034,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,79,0,2.02E+13,Y,0,2,Y,A2600034,1
영광종합병원,061-350-8129,A2600015,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,27,1,2.02E+13,Y,0,3,Y,A2600015,2
완도대성병원,061-554-9500,A2600032,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,3,72,0,2.02E+13,N1,0,1,Y,A2600032,1
의료법인행복나눔의료재단 장성병원,061-390-9119,A2600035,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,24,0,2.02E+13,N1,0,1,Y,A2600035,1
의료법인 우범의료재단 장흥종합병원,061-860-1119,A2600021,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,26,0,2.02E+13,Y,0,2,Y,A2600021,1
장흥우리병원,061-860-0119,A2600037,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,53,0,2.02E+13,N1,0,2,Y,A2600037,2
진도한국병원,061-542-7575,A2600040,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,39,0,2.02E+13,N1,0,1,Y,A2600040,1
해남우리종합병원,061-530-7119,A2600077,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,39,9,2.02E+13,Y,0,2,Y,A2600077,1
의료법인행촌의료재단해남종합병원,061-530-0119,A2600009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,116,5,2.02E+13,Y,0,3,Y,A2600009,2
화순전남대학교병원,061-379-8882,A2600001,0,Y,Y,0,4,6,0,Y,0,Y,0,0,Y,N,0,0,Y,13,17,0,2.02E+13,Y,1,13,Y,A2600001,1
화순고려병원,061-370-3778,A2600048,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,14,0,2.02E+13,Y,0,1,Y,A2600048,2
나주종합병원,061-330-6112,A2600016,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,22,0,2.02E+13,Y,0,2,Y,A2600016,1
전남중앙병원,061-260-3119,A2600053,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,66,0,2.02E+13,Y,0,3,Y,A2600053,1
의료법인해민의료재단 세안종합병원,061-260-6666,A2600007,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,50,7,2.02E+13,Y,0,2,Y,A2600007,2
목포기독병원,061-280-7119,A2600020,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,91,6,2.02E+13,Y,0,4,Y,A2600020,3
목포한국병원,061-270-5666,A2600011,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,59,0,2.02E+13,Y,0,5,Y,A2600011,4
의료법인목포구암의료재단 목포중앙병원,061-280-3119,A2600017,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,128,2,2.02E+13,Y,0,6,Y,A2600017,5
목포시의료원,061-260-6400,A2600022,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,44,0,2.02E+13,Y,0,2,Y,A2600022,6
순천제일병원,061-720-3800,A2600008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,33,0,2.02E+13,Y,0,2,Y,A2600008,1
전라남도순천의료원,061-759-9119,A2600056,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,85,6,2.02E+13,Y,0,3,Y,A2600056,2
성가롤로병원,061-720-6119,A2600019,0,N,Y,0,2,7,0,Y,0,Y,0,0,Y,N,0,0,Y,3,97,0,2.02E+13,Y,0,9,Y,A2600019,3
의료법인한국의료재단한국병원,061-740-5119,A2600005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,61,8,2.02E+13,Y,0,3,Y,A2600005,4
근로복지공단 순천병원,061-720-7539,A2600012,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,84,2,2.02E+13,Y,0,3,Y,A2600012,5
여천전남병원,061-690-6118,A2600014,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,70,5,2.02E+13,Y,0,5,Y,A2600014,1
의료법인한마음의료재단여수제일병원,061-689-8119,A2600027,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,136,0,2.02E+13,Y,0,2,Y,A2600027,2
여수전남병원,061-640-7119,A2600010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,43,5,2.02E+13,Y,0,4,Y,A2600010,3
광양사랑병원,061-797-7119,A2600006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,78,7,2.02E+13,Y,0,0,Y,A2600006,1
의료법인고령영생병원,070-7475-0024,A2700070,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,36,0,2.02E+13,N1,0,1,Y,A2700070,1
의료법인석촌의료재단성주무강병원,054-932-1909,A2700030,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,30,0,2.02E+13,N1,0,1,Y,A2700030,1
예천권병원,054-653-8912,A2700023,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,61,0,2.02E+13,Y,0,2,Y,A2700023,1
울릉군보건의료원,054-790-6911,E2700553,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,0,0,2.02E+13,N1,0,1,Y,E2700553,1
울진군의료원,054-785-7119,A2700052,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,42,0,2.02E+13,Y,0,3,Y,A2700052,1
의료법인영제의료재단 영남제일병원,054-861-9111,A2700063,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,2,27,0,2.02E+13,N1,0,1,Y,A2700063,1
의료법인대남의료재단청도대남병원,NA,A2700038,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,105,0,2.02E+13,Y,0,1,Y,A2700038,1
청송군보건의료원,054-870-7119,E2700554,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,5,0,0,2.02E+13,N1,0,0,Y,E2700554,1
동국대학교의과대학경주병원,054-776-8306,A2700003,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,53,0,2.02E+13,Y,0,5,Y,A2700003,1
순천향대학교부속구미병원,054-468-9119,A2700013,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,85,3,2.02E+13,Y,0,6,Y,A2700013,1
차의과학대학교부속구미차병원,054-450-9997,A2700007,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,19,2,2.02E+13,Y,6,5,Y,A2700007,2
구미강동병원,054-478-9521,A2700015,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,73,3,2.02E+13,Y,0,5,Y,A2700015,3
경상북도김천의료원,054-429-8234,A2700018,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,117,0,2.02E+13,Y,0,4,Y,A2700018,1
의료법인덕산의료재단김천제일병원,054-420-9500,A2700012,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,61,6,2.02E+13,Y,0,4,Y,A2700012,2
안동성소병원,054-850-8282,A2700004,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,162,3,2.02E+13,Y,0,6,Y,A2700004,1
의료법인안동병원,054-840-0119,A2700014,0,Y,Y,0,0,0,0,Y,0,Y,0,6,Y,N,0,0,Y,12,188,0,2.02E+13,Y,10,11,Y,A2700014,2
경상북도안동의료원,NA,A2700001,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,214,15,2.02E+13,Y,0,3,Y,A2700001,3
영주기독병원,054-635-3050,A2700031,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,8,0,2.02E+13,N1,0,1,Y,A2700031,1
영주적십자병원,054-630-0112,A2702752,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,121,8,2.02E+13,Y,0,2,Y,A2702752,2
영남대학교의과대학부속영천병원,054-330-7575,A2700017,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,39,2,2.02E+13,Y,0,4,Y,A2700017,1
포항성모병원,054-272-0151,A2700016,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,11,95,1,2.02E+13,Y,0,9,Y,A2700016,1
포항세명기독병원,054-289-1711,A2700002,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,69,9,2.02E+13,Y,0,14,Y,A2700002,2
에스포항병원,054-289-9120,A2700008,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,6,1,3,2.02E+13,Y,0,4,Y,A2700008,3
의료법인은성의료재단좋은선린병원,054-245-5200,A2702563,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,18,99,1,2.02E+13,Y,0,3,Y,A2702563,1
